text,duration,question,answer,speech_path,whisper_transcription
the hon charles smith miss sarah's brother was walking swiftly uptown from mister easterly's wall street office and his face was pale,8.955,Why was the Hon Charles Smith's face pale while walking swiftly uptown from Mr. Easterly's office on Wall Street?,The reason for the Hon Charles Smith's pale face while walking uptown from Mr. Easterly's office on Wall Street is unknown.,LibriSpeech/test-clean/1995/1836/1995-1836-0000.wav,
at last the cotton combine was to all appearances an assured fact and he was slated for the senate,6.0,What was the outcome regarding the cotton combine and the person's future political career?,The cotton combine seemed to be confirmed and the person was expected to become a senator.,LibriSpeech/test-clean/1995/1836/1995-1836-0001.wav,
why should he not be as other men,2.315,How does the text imply that the person is different from other men?,The text suggests that there is a reason why he should not be like other men.,LibriSpeech/test-clean/1995/1836/1995-1836-0002.wav,
she was not herself a notably intelligent woman she greatly admired intelligence or whatever looked to her like intelligence in others,7.965,How did the woman perceive intelligence in others?,She greatly admired intelligence or whatever looked to her like intelligence in others.,LibriSpeech/test-clean/1995/1836/1995-1836-0003.wav,
as she awaited her guests she surveyed the table with both satisfaction and disquietude for her social functions were few tonight there were she checked them off on her fingers sir james creighton the rich english manufacturer and lady creighton mister and missus vanderpool mister harry cresswell and his sister john taylor and his sister and mister charles smith whom the evening papers mentioned as likely to be united states senator from new jersey a selection of guests that had been determined unknown to the hostess by the meeting of cotton interests earlier in the day,33.91,Who were the guests attending the social function?,"The guests attending the social function were Sir James Creighton, Lady Creighton, Mr. and Mrs. Vanderpool, Mr. Harry Cresswell and his sister, John Taylor and his sister, and Mr. Charles Smith, who was likely to be the future United States senator from New Jersey.",LibriSpeech/test-clean/1995/1836/1995-1836-0004.wav,
missus grey had met southerners before but not intimately and she always had in mind vividly their cruelty to poor negroes a subject she made a point of introducing forthwith,10.9,What was Missus Grey's impression of Southerners regarding their treatment of poor negroes?,"Missus Grey had met Southerners before, but not intimately. She always vividly remembered their cruelty towards poor negroes, which she promptly made a point of discussing.",LibriSpeech/test-clean/1995/1836/1995-1836-0005.wav,
she was therefore most agreeably surprised to hear mister cresswell express himself so cordially as approving of negro education,7.715,How did she feel when she heard Mister Cresswell's opinion on negro education?,"She was most agreeably surprised and pleased to hear Mister Cresswell express himself so cordially, approving of negro education.",LibriSpeech/test-clean/1995/1836/1995-1836-0006.wav,
but you believe in some education asked mary taylor,3.435,Did Mary Taylor ask about someone's belief in education?,"Yes, Mary Taylor asked if someone believed in some education.",LibriSpeech/test-clean/1995/1836/1995-1836-0007.wav,
i believe in the training of people to their highest capacity the englishman here heartily seconded him,6.985,What did the Englishman think about the training of people to their highest capacity?,The Englishman heartily seconded the belief in the training of people to their highest capacity.,LibriSpeech/test-clean/1995/1836/1995-1836-0008.wav,
but cresswell added significantly capacity differs enormously between races,6.71,"How does capacity differ among races, according to Cresswell?",Cresswell states that capacity differs enormously between races.,LibriSpeech/test-clean/1995/1836/1995-1836-0009.wav,
the vanderpools were sure of this and the englishman instancing india became quite eloquent missus grey was mystified but hardly dared admit it the general trend of the conversation seemed to be that most individuals needed to be submitted to the sharpest scrutiny before being allowed much education and as for the lower races it was simply criminal to open such useless opportunities to them,24.45,What was the general opinion of the Vanderpools and the Englishman regarding education and opportunities for different individuals and races?,"The general opinion of the Vanderpools and the Englishman was that most individuals needed to be closely examined before being given much education, and it was seen as criminal to provide useless opportunities to the lower races.",LibriSpeech/test-clean/1995/1836/1995-1836-0010.wav,
positively heroic added cresswell avoiding his sister's eyes,4.705,How did Cresswell feel about his sister's eyes?,Cresswell avoided his sister's eyes in a positively heroic manner.,LibriSpeech/test-clean/1995/1836/1995-1836-0011.wav,
